Order_Number,State_Code,Customer_Name,Order_Date,Status,Product,Category,Brand,Cost,Sales,Quantity,Total_Cost,Total_Sales,Assigned_Supervisor
140821.0,BR,Ashish Pandey,2020-10-07,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,2.0,29000.0,37700.0,Vijay Singh
140822.0,BR,Ajay Sharma,2020-10-08,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,4.0,3200.0,4160.0,Aadil Khan
140823.0,BR,Moinuddin Saifi,2020-10-09,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,1.0,600.0,780.0,Advika Joshi
140824.0,JK,Ramkrishna Das Adhikary,2020-10-10,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,1.0,10500.0,13650.0,Ajay Sharma
140825.0,JH,Ranjeet Mandal,2020-10-11,Shipped,44 TB HDD,HDD,Western Digital,6500.0,8450.0,4.0,26000.0,33800.0,Roshan Kumar
140826.0,KA,Ashwini Adsare,2020-10-12,Order,299 GB SSD,SSD,Samsung,4500.0,5850.0,3.0,13500.0,17550.0,Aarvi Gupta
140827.0,KL,Rajesh Variya,2020-10-13,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,Vijay Singh
140828.0,MP,Amit Singh,2020-10-14,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,2.0,25000.0,32500.0,Aadil Khan
140829.0,MH,Vinod Mehta,2020-10-15,Shipped,51 GB DDR4 RAM,Computer Case,Hynix,3500.0,4550.0,2.0,7000.0,9100.0,Advika Joshi
140830.0,MN,Jignesh Mhatre,2020-10-16,Order,BTX motherboard,Mouse,Gigabyte,4500.0,5850.0,3.0,13500.0,17550.0,Ajay Sharma
140831.0,ML,Rahul Kashyap,2020-10-17,Processing,46 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,3.0,6300.0,8190.0,Roshan Kumar
140832.0,MZ,Mohammed Abdul Kaleem,2020-10-18,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,3.0,3450.0,4485.0,Aarvi Gupta
140833.0,NL,Chandrakant Kasbe,2020-10-19,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,4.0,1400.0,1820.0,Vijay Singh
140834.0,OR,Rohan Kale,2020-10-20,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,2.0,19000.0,24700.0,Aadil Khan
140835.0,PB,Aniruddha Kekapure,2020-10-21,Processing,45 TB HDD,HDD,Western Digital,10000.0,13000.0,3.0,30000.0,39000.0,Advika Joshi
140836.0,RJ,Aslam Raza,2020-10-22,Delivered,555 GB M.2,SSD,Samsung,6500.0,8450.0,1.0,6500.0,8450.0,Ajay Sharma
140837.0,SK,Roshan Zameer,2020-10-23,Shipped,RYZEN 3rd gen. 3543,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,Roshan Kumar
140838.0,TN,Rakesh Kumar Sharma,2020-10-24,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,Aarvi Gupta
140839.0,TR,Shivanand Sahani,2020-10-25,Processing,59 GB DDR4 RAM,Computer Case,Hynix,6550.0,8515.0,3.0,19650.0,25545.0,Vijay Singh
140840.0,UK,Kunal Patra,2020-10-25,Delivered,Standard ATX motherboard,Mouse,Gigabyte,7650.0,9945.0,3.0,22950.0,29835.0,Aadil Khan
140841.0,UP,Bijendra,2020-10-25,Shipped,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,1.0,1150.0,1495.0,Advika Joshi
140842.0,WB,Kranti Bheke,2020-10-25,Order,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,1.0,850.0,1105.0,Ajay Sharma
140843.0,TN,Jagdeep,2020-10-25,Processing,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,4.0,2600.0,3380.0,Roshan Kumar
140844.0,TR,Adhir Samal,2020-10-25,Delivered,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,3.0,22500.0,29250.0,Aarvi Gupta
140845.0,AN,Dannana Jhammi,2020-10-25,Shipped,45 TB HDD,HDD,Seagate,10000.0,13000.0,4.0,40000.0,52000.0,Vijay Singh
140846.0,CH,Vipin Kumar,2020-10-25,Order,44 TB SSD,SSD,Samsung,10500.0,13650.0,1.0,10500.0,13650.0,Aadil Khan
140847.0,DH,Ranjeet Kumar,2020-10-26,Processing,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,Advika Joshi
140848.0,DD,Sajal Singhal,2020-10-27,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,3.0,21000.0,27300.0,Ajay Sharma
140849.0,DL,Akhilesh Kumar,2020-10-28,Shipped,47 GB DDR4 Ram,Computer Case,Hynix,1680.0,2184.0,2.0,3360.0,4368.0,Roshan Kumar
140850.0,LD,Suvankar Chakraborty,2020-10-29,Order,Micro ATX motherboard,Mouse,MSI,6540.0,8502.0,4.0,26160.0,34008.0,Aarvi Gupta
140851.0,PY,Suvankar Adhikary,2020-10-30,Processing,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,1.0,2680.0,3484.0,Vijay Singh
140852.0,AP,Rahul Kumar Prajapati,2020-10-31,Delivered,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,3.0,24750.0,32175.0,Aadil Khan
140853.0,AR,Sagar Jeur,2020-11-01,Shipped,51 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,1.0,2650.0,3445.0,Advika Joshi
140854.0,AS,Rhushikesh Mane,2020-11-02,Order,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,1.0,12550.0,16315.0,Ajay Sharma
140855.0,BR,Ashish Kumar,2020-11-03,Processing,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,1.0,14500.0,18850.0,Roshan Kumar
140856.0,BR,Javed Akhter,2020-11-04,Delivered,USB Keyboard,Keyboard,Dell,800.0,1040.0,2.0,1600.0,2080.0,Aarvi Gupta
140857.0,BR,Haridas Balraj,2020-11-05,Shipped,Wireless Mouse,Mouse,Samsung,600.0,780.0,2.0,1200.0,1560.0,Vijay Singh
140858.0,BR,Kundan Kumar,2020-11-05,Order,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,2.0,21000.0,27300.0,Aadil Khan
140859.0,BR,Atif Siddiqui,2020-11-05,Processing,45 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,Advika Joshi
140860.0,BR,Aditya Agarwal,2020-11-05,Delivered,300 GB SSD,SSD,Samsung,4500.0,5850.0,3.0,13500.0,17550.0,Ajay Sharma
140861.0,BR,Firdoush Jabee,2020-11-05,Shipped,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,Roshan Kumar
140862.0,BR,Jay Prakash Kumar,2020-11-05,Order,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,1.0,12500.0,16250.0,Aarvi Gupta
140863.0,BR,Ashish Pandey,2020-11-05,Processing,52 GB DDR4 RAM,NIC,Hynix,3500.0,4550.0,1.0,3500.0,4550.0,Vijay Singh
140864.0,BR,Ajay Sharma,2020-11-05,Delivered,BTX motherboard,Printer,Gigabyte,4500.0,5850.0,3.0,13500.0,17550.0,Aadil Khan
140865.0,BR,Moinuddin Saifi,2020-11-05,Shipped,47 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,3.0,6300.0,8190.0,Advika Joshi
140866.0,BR,Ramkrishna Das Adhikary,2020-11-05,Order,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,1.0,1150.0,1495.0,Ajay Sharma
140867.0,BR,Ranjeet Mandal,2020-11-05,Processing,USB Mouse,Mouse,Samsung,350.0,455.0,3.0,1050.0,1365.0,Roshan Kumar
140868.0,BR,Ashwini Adsare,2020-11-05,Delivered,"19"" LED Display",Monitor,Dell,9500.0,12350.0,2.0,19000.0,24700.0,Aarvi Gupta
140869.0,BR,Rajesh Variya,2020-11-05,Shipped,46 TB HDD,HDD,Western Digital,10000.0,13000.0,2.0,20000.0,26000.0,Vijay Singh
140870.0,NL,Amit Singh,2020-11-05,Order,556 GB M.2,SSD,Samsung,6500.0,8450.0,2.0,13000.0,16900.0,Aadil Khan
140871.0,OR,Vinod Mehta,2020-11-05,Processing,RYZEN 3rd gen. 3544,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,Advika Joshi
140872.0,PB,Jignesh Mhatre,2020-11-05,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,1.0,7000.0,9100.0,Ajay Sharma
140873.0,RJ,Rahul Kashyap,2020-11-05,Shipped,60 GB DDR4 RAM,NIC,Hynix,6550.0,8515.0,1.0,6550.0,8515.0,Roshan Kumar
140874.0,SK,Mohammed Abdul Kaleem,2020-11-05,Order,Standard ATX motherboard,Printer,Gigabyte,7650.0,9945.0,2.0,15300.0,19890.0,Aarvi Gupta
140875.0,TN,Chandrakant Kasbe,2020-11-05,Processing,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,1.0,1150.0,1495.0,Vijay Singh
140876.0,TR,Rohan Kale,2020-11-05,Delivered,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,2.0,1700.0,2210.0,Aadil Khan
140877.0,UK,Aniruddha Kekapure,2020-11-05,Shipped,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,4.0,2600.0,3380.0,Advika Joshi
140878.0,UP,Aslam Raza,2020-11-05,Order,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,4.0,30000.0,39000.0,Ajay Sharma
140879.0,WB,Roshan Zameer,2020-11-05,Processing,46 TB HDD,HDD,Seagate,10000.0,13000.0,4.0,40000.0,52000.0,Roshan Kumar
140880.0,TN,Rakesh Kumar Sharma,2020-11-05,Delivered,45 TB SSD,SSD,Samsung,10500.0,13650.0,1.0,10500.0,13650.0,Aarvi Gupta
140881.0,TR,Shivanand Sahani,2020-11-05,Shipped,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,Vijay Singh
140882.0,AN,Kunal Patra,2020-11-05,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,Aadil Khan
140883.0,CH,Bijendra,2020-11-05,Processing,48 GB DDR4 Ram,NIC,Hynix,1680.0,2184.0,4.0,6720.0,8736.0,Advika Joshi
140884.0,DH,Kranti Bheke,2020-11-05,Delivered,Micro ATX motherboard,Printer,MSI,6540.0,8502.0,4.0,26160.0,34008.0,Ajay Sharma
140885.0,DD,Jagdeep,2020-11-05,Shipped,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,2.0,5360.0,6968.0,Roshan Kumar
140886.0,DL,Adhir Samal,2020-11-05,Order,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,2.0,16500.0,21450.0,Aarvi Gupta
140887.0,LD,Dannana Jhammi,2020-11-05,Processing,52 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,3.0,7950.0,10335.0,Vijay Singh
140888.0,PY,Vipin Kumar,2020-11-06,Delivered,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,3.0,37650.0,48945.0,Aadil Khan
140889.0,AP,Ranjeet Kumar,2020-11-07,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,2.0,29000.0,37700.0,Advika Joshi
140890.0,AR,Sajal Singhal,2020-11-08,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,1.0,800.0,1040.0,Ajay Sharma
140891.0,AS,Akhilesh Kumar,2020-11-09,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,2.0,1200.0,1560.0,Ajay Sharma
140892.0,BR,Suvankar Chakraborty,2020-11-10,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,3.0,31500.0,40950.0,Roshan Kumar
140893.0,CG,Suvankar Adhikary,2020-11-11,Shipped,46 TB HDD,HDD,Western Digital,6500.0,8450.0,3.0,19500.0,25350.0,Aarvi Gupta
140894.0,GA,Rahul Kumar Prajapati,2020-11-12,Order,301 GB SSD,SSD,Samsung,4500.0,5850.0,3.0,13500.0,17550.0,Vijay Singh
140895.0,GJ,Sagar Jeur,2020-11-13,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,Aadil Khan
140896.0,GJ,Rhushikesh Mane,2020-11-14,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,3.0,37500.0,48750.0,Advika Joshi
140897.0,GJ,Ashish Kumar,2020-11-15,Shipped,53 GB DDR4 RAM,RAM,Hynix,3500.0,4550.0,1.0,3500.0,4550.0,Ajay Sharma
140898.0,GJ,Javed Akhter,2020-11-16,Order,BTX motherboard,Motherboard,Gigabyte,4500.0,5850.0,3.0,13500.0,17550.0,Roshan Kumar
140899.0,GJ,Haridas Balraj,2020-11-17,Processing,48 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,2.0,4200.0,5460.0,Aarvi Gupta
140900.0,GJ,Kundan Kumar,2020-11-18,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,4.0,4600.0,5980.0,Vijay Singh
140901.0,GJ,Atif Siddiqui,2020-11-19,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,4.0,1400.0,1820.0,Aadil Khan
140902.0,GJ,Aditya Agarwal,2020-11-20,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,1.0,9500.0,12350.0,Advika Joshi
140903.0,GJ,Firdoush Jabee,2020-11-21,Processing,47 TB HDD,HDD,Western Digital,10000.0,13000.0,2.0,20000.0,26000.0,Ajay Sharma
140904.0,GJ,Jay Prakash Kumar,2020-11-22,Delivered,557 GB M.2,SSD,Samsung,6500.0,8450.0,1.0,6500.0,8450.0,Roshan Kumar
140905.0,GJ,Ashish Pandey,2020-11-22,Shipped,RYZEN 3rd gen. 3545,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,Aarvi Gupta
140906.0,GJ,Ajay Sharma,2020-11-22,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,Vijay Singh
140907.0,GJ,Moinuddin Saifi,2020-11-22,Processing,61 GB DDR4 RAM,RAM,Hynix,6550.0,8515.0,4.0,26200.0,34060.0,Aadil Khan
140908.0,GJ,Ramkrishna Das Adhikary,2020-11-22,Delivered,Standard ATX motherboard,Motherboard,Gigabyte,7650.0,9945.0,2.0,15300.0,19890.0,Advika Joshi
140909.0,GJ,Ranjeet Mandal,2020-11-22,Shipped,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,1.0,1150.0,1495.0,Ajay Sharma
140910.0,GJ,Ashwini Adsare,2020-11-22,Order,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,1.0,850.0,1105.0,Roshan Kumar
140911.0,GJ,Rajesh Variya,2020-11-22,Processing,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,3.0,1950.0,2535.0,Aarvi Gupta
140912.0,GJ,Amit Singh,2020-11-22,Delivered,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,3.0,22500.0,29250.0,Vijay Singh
140913.0,GJ,Vinod Mehta,2020-11-22,Shipped,47 TB HDD,HDD,Seagate,10000.0,13000.0,1.0,10000.0,13000.0,Aadil Khan
140914.0,GJ,Jignesh Mhatre,2020-11-22,Order,46 TB SSD,SSD,Samsung,10500.0,13650.0,2.0,21000.0,27300.0,Advika Joshi
140915.0,GJ,Rahul Kashyap,2020-11-22,Processing,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,Ajay Sharma
140916.0,GJ,Mohammed Abdul Kaleem,2020-11-22,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,Roshan Kumar
140917.0,GJ,Chandrakant Kasbe,2020-11-22,Shipped,49 GB DDR4 Ram,RAM,Hynix,1680.0,2184.0,1.0,1680.0,2184.0,Aarvi Gupta
140918.0,GJ,Rohan Kale,2020-11-22,Order,Micro ATX motherboard,Motherboard,MSI,6540.0,8502.0,2.0,13080.0,17004.0,Vijay Singh
140919.0,GJ,Aniruddha Kekapure,2020-11-22,Processing,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,3.0,8040.0,10452.0,Aadil Khan
140920.0,GJ,Aslam Raza,2020-11-22,Delivered,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,1.0,8250.0,10725.0,Advika Joshi
140921.0,GJ,Roshan Zameer,2020-11-22,Shipped,53 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,2.0,5300.0,6890.0,Ajay Sharma
140922.0,GJ,Rakesh Kumar Sharma,2020-11-22,Order,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,1.0,12550.0,16315.0,Roshan Kumar
140923.0,GJ,Shivanand Sahani,2020-11-23,Processing,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,1.0,14500.0,18850.0,Aarvi Gupta
140924.0,GJ,Kunal Patra,2020-11-24,Delivered,USB Keyboard,Keyboard,Dell,800.0,1040.0,1.0,800.0,1040.0,Vijay Singh
140925.0,GJ,Bijendra,2020-11-25,Shipped,Wireless Mouse,Mouse,Samsung,600.0,780.0,1.0,600.0,780.0,Aadil Khan
140926.0,GJ,Kranti Bheke,2020-11-26,Order,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,2.0,21000.0,27300.0,Advika Joshi
140927.0,GJ,Jagdeep,2020-11-27,Processing,47 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,Ajay Sharma
140928.0,GJ,Adhir Samal,2020-11-28,Delivered,302 GB SSD,SSD,Samsung,4500.0,5850.0,1.0,4500.0,5850.0,Roshan Kumar
140929.0,GJ,Dannana Jhammi,2020-11-29,Shipped,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,Aarvi Gupta
140930.0,GJ,Vipin Kumar,2020-11-30,Order,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,4.0,50000.0,65000.0,Vijay Singh
140931.0,GJ,Ranjeet Kumar,2020-12-01,Processing,54 GB DDR4 RAM,Computer Case,Hynix,3500.0,4550.0,3.0,10500.0,13650.0,Aadil Khan
140932.0,GJ,Sajal Singhal,2020-12-02,Delivered,BTX motherboard,Mouse,Gigabyte,4500.0,5850.0,3.0,13500.0,17550.0,Advika Joshi
140933.0,GJ,Akhilesh Kumar,2020-12-03,Shipped,49 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,2.0,4200.0,5460.0,Ajay Sharma
140934.0,GJ,Suvankar Chakraborty,2020-12-04,Order,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,3.0,3450.0,4485.0,Roshan Kumar
140935.0,GJ,Suvankar Adhikary,2020-12-05,Processing,USB Mouse,Mouse,Samsung,350.0,455.0,4.0,1400.0,1820.0,Aarvi Gupta
140936.0,GJ,Rahul Kumar Prajapati,2020-12-06,Delivered,"19"" LED Display",Monitor,Dell,9500.0,12350.0,2.0,19000.0,24700.0,Vijay Singh
140937.0,GJ,Sagar Jeur,2020-12-07,Shipped,48 TB HDD,HDD,Western Digital,10000.0,13000.0,2.0,20000.0,26000.0,Aadil Khan
140938.0,GJ,Rhushikesh Mane,2020-12-08,Order,558 GB M.2,SSD,Samsung,6500.0,8450.0,3.0,19500.0,25350.0,Advika Joshi
140939.0,GJ,Ashish Kumar,2020-12-09,Processing,RYZEN 3rd gen. 3546,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,Ajay Sharma
140940.0,GJ,Javed Akhter,2020-12-10,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,Roshan Kumar
140941.0,GJ,Haridas Balraj,2020-12-10,Shipped,62 GB DDR4 RAM,Computer Case,Hynix,6550.0,8515.0,4.0,26200.0,34060.0,Aarvi Gupta
140942.0,GJ,Kundan Kumar,2020-12-10,Order,Standard ATX motherboard,Mouse,Gigabyte,7650.0,9945.0,1.0,7650.0,9945.0,Vijay Singh
140943.0,GJ,Atif Siddiqui,2020-12-10,Processing,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,3.0,3450.0,4485.0,Aadil Khan
140944.0,GJ,Aditya Agarwal,2020-12-10,Delivered,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,2.0,1700.0,2210.0,Advika Joshi
140945.0,GJ,Firdoush Jabee,2020-12-10,Shipped,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,3.0,1950.0,2535.0,Ajay Sharma
140946.0,GJ,Jay Prakash Kumar,2020-12-10,Order,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,4.0,30000.0,39000.0,Roshan Kumar
140947.0,GJ,Ashish Pandey,2020-12-11,Processing,48 TB HDD,HDD,Seagate,10000.0,13000.0,2.0,20000.0,26000.0,Aarvi Gupta
140948.0,GJ,Ajay Sharma,2020-12-12,Delivered,47 TB SSD,SSD,Samsung,10500.0,13650.0,1.0,10500.0,13650.0,Vijay Singh
140949.0,GJ,Moinuddin Saifi,2020-12-13,Shipped,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,Aadil Khan
140950.0,GJ,Ramkrishna Das Adhikary,2020-12-14,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,1.0,7000.0,9100.0,Advika Joshi
140951.0,GJ,Ranjeet Mandal,2020-12-15,Processing,50 GB DDR4 Ram,Computer Case,Hynix,1680.0,2184.0,4.0,6720.0,8736.0,Ajay Sharma
140952.0,GJ,Ashwini Adsare,2020-12-16,Delivered,Micro ATX motherboard,Mouse,MSI,6540.0,8502.0,3.0,19620.0,25506.0,Roshan Kumar
140953.0,GJ,Rajesh Variya,2020-12-17,Shipped,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,1.0,2680.0,3484.0,Aarvi Gupta
140954.0,GJ,Amit Singh,2020-12-17,Order,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,3.0,24750.0,32175.0,Vijay Singh
140955.0,GJ,Vinod Mehta,2020-12-17,Processing,54 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,4.0,10600.0,13780.0,Aadil Khan
140956.0,GJ,Jignesh Mhatre,2020-12-17,Delivered,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,4.0,50200.0,65260.0,Advika Joshi
140957.0,GJ,Rahul Kashyap,2020-12-17,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,2.0,29000.0,37700.0,Ajay Sharma
140958.0,GJ,Mohammed Abdul Kaleem,2020-12-17,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,4.0,3200.0,4160.0,Roshan Kumar
140959.0,GJ,Chandrakant Kasbe,2020-12-17,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,1.0,600.0,780.0,Aarvi Gupta
140960.0,GJ,Rohan Kale,2020-12-17,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,1.0,10500.0,13650.0,Vijay Singh
140961.0,GJ,Aniruddha Kekapure,2020-12-17,Shipped,48 TB HDD,HDD,Western Digital,6500.0,8450.0,1.0,6500.0,8450.0,Aadil Khan
140962.0,GJ,Aslam Raza,2020-12-17,Order,303 GB SSD,SSD,Samsung,4500.0,5850.0,2.0,9000.0,11700.0,Advika Joshi
140963.0,GJ,Roshan Zameer,2020-12-17,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,Ajay Sharma
140964.0,GJ,Rakesh Kumar Sharma,2020-12-17,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,1.0,12500.0,16250.0,Roshan Kumar
140965.0,GJ,Shivanand Sahani,2020-12-17,Shipped,55 GB DDR4 RAM,NIC,Hynix,3500.0,4550.0,3.0,10500.0,13650.0,Aarvi Gupta
140966.0,GJ,Kunal Patra,2020-12-18,Order,BTX motherboard,Printer,Gigabyte,4500.0,5850.0,3.0,13500.0,17550.0,Vijay Singh
140967.0,GJ,Bijendra,2020-12-19,Processing,50 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,3.0,6300.0,8190.0,Aadil Khan
140968.0,GJ,Kranti Bheke,2020-12-20,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,4.0,4600.0,5980.0,Advika Joshi
140969.0,GJ,Jagdeep,2020-12-21,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,2.0,700.0,910.0,Ajay Sharma
140970.0,GJ,Adhir Samal,2020-12-22,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,4.0,38000.0,49400.0,Roshan Kumar
140971.0,GJ,Dannana Jhammi,2020-12-22,Processing,49 TB HDD,HDD,Western Digital,10000.0,13000.0,2.0,20000.0,26000.0,Aarvi Gupta
140972.0,GJ,Vipin Kumar,2020-12-22,Delivered,559 GB M.2,SSD,Samsung,6500.0,8450.0,3.0,19500.0,25350.0,Vijay Singh
140973.0,GJ,Ranjeet Kumar,2020-12-22,Shipped,RYZEN 3rd gen. 3547,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,Aadil Khan
140974.0,GJ,Sajal Singhal,2020-12-22,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,Advika Joshi
140975.0,GJ,Akhilesh Kumar,2020-12-22,Processing,63 GB DDR4 RAM,NIC,Hynix,6550.0,8515.0,1.0,6550.0,8515.0,Ajay Sharma
140976.0,GJ,Suvankar Chakraborty,2020-12-22,Delivered,Standard ATX motherboard,Printer,Gigabyte,7650.0,9945.0,4.0,30600.0,39780.0,Roshan Kumar
140977.0,GJ,Suvankar Adhikary,2020-12-22,Shipped,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,2.0,2300.0,2990.0,Aarvi Gupta
140978.0,GJ,Rahul Kumar Prajapati,2020-12-22,Order,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,3.0,2550.0,3315.0,Vijay Singh
140979.0,GJ,Sagar Jeur,2020-12-22,Processing,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,4.0,2600.0,3380.0,Aadil Khan
140980.0,GJ,Rhushikesh Mane,2020-12-22,Delivered,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,2.0,15000.0,19500.0,Advika Joshi
140981.0,GJ,Ashish Kumar,2020-12-22,Shipped,49 TB HDD,HDD,Seagate,10000.0,13000.0,4.0,40000.0,52000.0,Ajay Sharma
140982.0,GJ,Javed Akhter,2020-12-22,Order,48 TB SSD,SSD,Samsung,10500.0,13650.0,1.0,10500.0,13650.0,Roshan Kumar
140983.0,GJ,Haridas Balraj,2020-12-22,Processing,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,Aarvi Gupta
140984.0,GJ,Kundan Kumar,2020-12-22,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,Vijay Singh
140985.0,GJ,Atif Siddiqui,2020-12-22,Shipped,51 GB DDR4 Ram,NIC,Hynix,1680.0,2184.0,3.0,5040.0,6552.0,Aadil Khan
140986.0,GJ,Aditya Agarwal,2020-12-22,Order,Micro ATX motherboard,Printer,MSI,6540.0,8502.0,1.0,6540.0,8502.0,Advika Joshi
140987.0,GJ,Firdoush Jabee,2020-12-22,Processing,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,3.0,8040.0,10452.0,Ajay Sharma
140988.0,GJ,Jay Prakash Kumar,2020-12-22,Delivered,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,3.0,24750.0,32175.0,Roshan Kumar
